loc,lloc,scloc,comments,single_comments,multi_comments,blanks,h1,h2,n1,n2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,Target
0.06528774447727592,0.10212588578574407,0.09117865085248332,0.03436426116838488,0.06439393939393939,0.01038961038961039,0.03466317854807063,0.45454545454545453,0.0881849315068493,0.06896551724137932,0.060606060606060615,0.09495798319327732,0.06352683461117196,0.06115300155250431,0.04294395998966739,0.19517884831756643,0.014133578548211543,0.014133578548195488,0.04294395994936454,1
0.019136063036442944,0.03418090871196332,0.02248579194465036,0.003436426116838488,0.003787878787878788,0.005936920222634508,0.020274689339437543,0.045454545454545456,0.0025684931506849314,0.0020898641588296763,0.0016835016835016836,0.0033613445378151263,0.0018254837531945967,0.0008321274315954534,0.0005746326677702844,0.0185375344518085,3.4793975367314534e-05,3.4793975351032196e-05,0.0005746326137969942,1
0.06585056986070072,0.1071279699874948,0.07116382505559674,0.17525773195876287,0.19318181818181818,0.027087198515769944,0.03858731196860694,0.5454545454545455,0.07791095890410958,0.0574712643678161,0.05836139169472503,0.08655462184873951,0.05805038335158817,0.05394460928773291,0.03852345706888829,0.25650305823475134,0.016320196295142364,0.016320196294719275,0.03852345702905892,1
0.177571408470522,0.2997082117548979,0.21769211761798865,0.26804123711340205,0.29924242424242425,0.05343228200371057,0.10529758011772401,0.49999999999999994,0.24400684931506847,0.18181818181818185,0.186307519640853,0.24873949579831933,0.18473895582329317,0.19777528417848697,0.14900125719360657,0.24046941544077355,0.05936736509018586,0.05936736509831199,0.14900125717764715,1
0.02377937244969748,0.046686119216340145,0.030639980232270818,0.054982817869415807,0.06818181818181818,0.004081632653061224,0.012426422498364946,0.3181818181818182,0.033390410958904104,0.02298850574712644,0.02469135802469136,0.03865546218487395,0.024096385542168676,0.019711195263141225,0.0134878412140662,0.148300275614468,0.0034763949181141622,0.003476394918464301,0.013487841141215245,1
0.06894610946953707,0.10087536473530638,0.07338769458858414,0.15807560137457044,0.17045454545454547,0.03265306122448979,0.041203400915631135,0.36363636363636365,0.07962328767123286,0.0574712643678161,0.05723905723905725,0.08487394957983195,0.05732018985031034,0.05364398334858089,0.03788651504934786,0.1642741084994647,0.010667843959541937,0.010667843959118756,0.037886515009586716,1
0.020261713803292527,0.032513547311379745,0.028169014084507043,0.04810996563573883,0.05303030303030303,0.002968460111317254,0.007194244604316547,0.36363636363636365,0.025684931506849314,0.017763845350052248,0.017957351290684626,0.0319327731092437,0.017889740781307048,0.015153823611193983,0.00961908047440323,0.15906400530931894,0.0026443041037756167,0.0026443041031080604,0.009619080480513565,1
0.007598142676234699,0.010421008753647354,0.008648381517173214,0.0,0.003787878787878788,0.004081632653061224,0.006540222367560498,0.0,0.0008561643835616438,0.0,0.0005611672278338945,0.0008403361344537816,0.00036509675063891927,0.00016642548631909068,9.835813437141755e-05,0.0,2.8035963649116786e-06,2.803596334381298e-06,9.835815214104623e-05,1
0.03278457858449416,0.05627344726969571,0.046454163577958986,0.044673539518900345,0.04924242424242424,0.0037105751391465673,0.016350555918901243,0.2727272727272727,0.03767123287671233,0.024033437826541278,0.02469135802469136,0.04201680672268908,0.024461482292807594,0.022199901182371116,0.013971721965562643,0.11122520671085101,0.0027999580356435497,0.002799958035423776,0.013971721978347396,1
0.018291824961305755,0.03626511046269279,0.026192241166296024,0.020618556701030927,0.022727272727272728,0.001484230055658627,0.011118378024852845,0.13636363636363635,0.0136986301369863,0.009404388714733543,0.009539842873176208,0.015966386554621848,0.009492515516611903,0.006447894870085415,0.004319540395934206,0.05997437617415839,0.0005280513822066234,0.0005280513820682273,0.004319540402612171,1
0.023357253412128888,0.05794080867027929,0.032122559920929085,0.01718213058419244,0.007575757575757576,0.0033395176252319107,0.018312622629169394,0.4090909090909091,0.0547945205479452,0.04493207941483804,0.048260381593714936,0.06134453781512605,0.047097480832420595,0.035338220986359505,0.029061472313787064,0.22958023435329758,0.011112581605268557,0.011112581605659528,0.029061472221416453,1
0.01196003939777684,0.006669445602334306,0.020509019026439337,0.003436426116838488,0.003787878787878788,0.0,0.002616088947024199,0.0909090909090909,0.005136986301369863,0.0041797283176593526,0.005050505050505051,0.006722689075630253,0.004746257758305951,0.0020309211613638092,0.0017076426810361753,0.06090904177552438,0.0002152929572444457,0.00021529295720781267,0.0017076425944516714,1
0.016181229773462782,0.027094622759483118,0.022732888559426737,0.013745704467353952,0.015151515151515152,0.005194805194805195,0.005232177894048398,0.2727272727272727,0.015410958904109588,0.01149425287356322,0.012906846240179574,0.020168067226890758,0.012413289521723256,0.008351406249384356,0.005970130197473414,0.1453732965061088,0.001520643393172726,0.0015206433930750533,0.005970130200404271,1
0.010975094976783452,0.017507294706127552,0.0121077341240425,0.058419243986254296,0.06439393939393939,0.0,0.009810333551340747,0.0909090909090909,0.014554794520547944,0.008359456635318705,0.009539842873176208,0.015966386554621848,0.009127418765972983,0.006641503399138623,0.0041627208725534956,0.037075068903617,0.00036003281599957464,0.0003600328160199341,0.004162720857826373,1
0.01561840439003799,0.027928303459774904,0.016061279960464542,0.041237113402061855,0.045454545454545456,0.007050092764378478,0.011772400261608895,0.0,0.0025684931506849314,0.0010449320794148381,0.0016835016835016836,0.002521008403361345,0.001460387002555677,0.0006657019452763627,0.0004259944639546455,0.0,1.214252932152815e-05,1.2142529311351538e-05,0.00042599440785508755,1
0.0052061347966793296,0.007503126302626095,0.00716580182851495,0.013745704467353952,0.0,0.0018552875695732837,0.003924133420536298,0.0,0.0008561643835616438,0.0,0.0005611672278338945,0.0008403361344537816,0.00036509675063891927,0.00016642548631909068,9.835813437141755e-05,0.0,2.8035963649116786e-06,2.803596334381298e-06,9.835815214104623e-05,1
0.02673420571267764,0.049604001667361404,0.033110946380034596,0.061855670103092786,0.05681818181818182,0.008163265306122448,0.014388489208633094,0.22727272727272724,0.02482876712328767,0.01671891327063741,0.017957351290684626,0.028571428571428574,0.017524644030668127,0.013540085731509681,0.009157721545720136,0.10381019293012761,0.001734204817470401,0.0017342048175355608,0.009157721541168944,1
0.04544814971155199,0.08295122967903293,0.05386706202125031,0.0859106529209622,0.10984848484848485,0.01595547309833024,0.02354480052321779,0.4090909090909091,0.08304794520547945,0.07105538140020899,0.07631874298540967,0.08907563025210086,0.07447973713033954,0.05670622632652066,0.04960975680645118,0.24060963083026238,0.01979460310036487,0.019794603101570128,0.049609756729731225,1
0.03489517377233713,0.06836181742392664,0.04398319743019521,0.04810996563573883,0.04166666666666667,0.01261595547309833,0.018312622629169394,0.36363636363636365,0.03082191780821918,0.019853709508881923,0.020763187429854096,0.03697478991596639,0.02044541803577948,0.01841324087326898,0.011366687082543334,0.1528094056302877,0.003011548105607855,0.003011548105957986,0.011366686992068003,1
0.007598142676234699,0.012505210504376824,0.01013096120583148,0.010309278350515464,0.022727272727272728,0.001484230055658627,0.003924133420536298,0.22727272727272724,0.0136986301369863,0.013584117032392897,0.014590347923681257,0.01764705882352941,0.014238773274917854,0.007072803849178517,0.006550313732042731,0.15811426442881074,0.001796595795059433,0.0017965957951653008,0.006550313652794222,1
0.02673420571267764,0.05085452271779908,0.026439337781072398,0.04810996563573883,0.10227272727272728,0.0137291280148423,0.014388489208633094,0.22727272727272724,0.01113013698630137,0.008359456635318705,0.008417508417508417,0.015126050420168069,0.008397225264695144,0.005726097185086397,0.003786253824859991,0.10857698751933911,0.0007519664034684919,0.0007519664035336355,0.003786253738766911,1
0.040664133952441256,0.07711546477699041,0.03657029898690388,0.05154639175257732,0.16287878787878787,0.021150278293135434,0.02877697841726619,0.22727272727272724,0.017123287671232876,0.013584117032392897,0.01346801346801347,0.02100840336134454,0.013508579773640015,0.00896604333845315,0.006549405886878191,0.11387342590236291,0.0013459601215234163,0.001345960121547862,0.006549405900457943,1
